v001,currentlymarried,fp_cruse_mod,
1266,11,8,0.727272727
1267,9,6,0.666666667
1268,16,11,0.6875
1269,9,4,0.444444444
1270,9,5,0.555555556
1271,4,1,0.25
1272,16,11,0.6875
1273,8,4,0.5
1274,10,5,0.5
1275,13,11,0.846153846
1276,10,7,0.7
1277,7,5,0.714285714
1278,14,11,0.785714286
1279,8,7,0.875
1280,5,5,1
1281,11,6,0.545454545
1282,17,10,0.588235294
1283,11,7,0.636363636
1284,8,4,0.5
1285,6,4,0.666666667
1286,9,6,0.666666667
1287,11,9,0.818181818
1288,10,9,0.9
1289,8,7,0.875
1290,11,6,0.545454545
1291,13,7,0.538461538
1292,18,14,0.777777778
1293,11,4,0.363636364
1294,14,9,0.642857143
1295,14,8,0.571428571
1296,18,12,0.666666667
1297,13,8,0.615384615
1298,13,6,0.461538462
1299,10,7,0.7
1300,9,2,0.222222222
1301,14,6,0.428571429
1302,11,8,0.727272727
1303,14,12,0.857142857
1304,13,11,0.846153846
1305,15,10,0.666666667
1306,11,8,0.727272727
1307,14,10,0.714285714
1308,10,4,0.4
1309,18,12,0.666666667
1310,14,8,0.571428571
1311,14,11,0.785714286
1312,6,4,0.666666667
1313,12,6,0.5
1314,6,4,0.666666667
1315,10,5,0.5
1316,5,1,0.2
1317,11,5,0.454545455
1318,5,5,1
1319,8,6,0.75
1320,10,4,0.4
1321,13,7,0.538461538
1322,9,8,0.888888889
1323,10,6,0.6
1324,8,7,0.875
1325,7,4,0.571428571
1326,12,9,0.75
1327,11,10,0.909090909
1328,14,3,0.214285714
1329,6,5,0.833333333
1330,10,6,0.6
1331,12,6,0.5
1332,11,7,0.636363636
1333,9,6,0.666666667
1334,13,5,0.384615385
1335,13,6,0.461538462
1336,12,6,0.5
1337,14,12,0.857142857
1338,16,8,0.5
1339,10,3,0.3
1340,10,5,0.5
1341,10,8,0.8
1342,8,3,0.375
1343,7,5,0.714285714
1344,8,4,0.5
1345,11,8,0.727272727
1346,10,9,0.9
1347,13,8,0.615384615
1348,9,7,0.777777778
1349,14,7,0.5
1350,11,6,0.545454545
1351,10,7,0.7
1352,9,9,1
1353,20,14,0.7
1354,10,9,0.9
1355,15,10,0.666666667
1356,9,8,0.888888889
1357,10,8,0.8
1358,10,8,0.8
1359,14,9,0.642857143
1360,16,11,0.6875
1361,11,4,0.363636364
1362,12,4,0.333333333
1363,9,4,0.444444444
1364,11,7,0.636363636
1365,15,7,0.466666667
1366,12,10,0.833333333
1367,12,11,0.916666667
1368,9,4,0.444444444
1369,11,7,0.636363636
1370,13,7,0.538461538
1371,13,7,0.538461538
1372,13,10,0.769230769
1373,13,8,0.615384615
1374,11,4,0.363636364
1375,14,8,0.571428571
1376,20,14,0.7
1377,14,8,0.571428571
1378,12,5,0.416666667
1379,14,9,0.642857143
1380,11,7,0.636363636
1381,13,10,0.769230769
1382,14,4,0.285714286
1383,17,8,0.470588235
1384,11,3,0.272727273
1385,10,8,0.8
1386,10,7,0.7
1387,17,9,0.529411765
1388,13,10,0.769230769
1389,12,9,0.75
1390,15,7,0.466666667
1391,13,6,0.461538462
1392,12,9,0.75
1393,14,7,0.5
1394,9,6,0.666666667
1395,13,8,0.615384615
1396,13,6,0.461538462
1397,13,10,0.769230769
1398,10,5,0.5
1399,13,4,0.307692308
1400,11,7,0.636363636
1401,12,7,0.583333333
1402,10,7,0.7
1403,13,7,0.538461538
1404,15,6,0.4
1405,8,6,0.75
1406,13,9,0.692307692
1407,13,8,0.615384615
1408,14,9,0.642857143
1409,20,11,0.55
1410,9,6,0.666666667
1411,14,9,0.642857143
1412,16,8,0.5
1413,11,8,0.727272727
1414,14,11,0.785714286
1415,14,8,0.571428571
1416,14,9,0.642857143
1417,15,9,0.6
1418,8,4,0.5
1419,11,8,0.727272727
1420,12,8,0.666666667
1421,9,3,0.333333333
1422,11,4,0.363636364
1423,10,4,0.4
1424,9,3,0.333333333
1425,10,5,0.5
1426,7,2,0.285714286
1427,11,3,0.272727273
1428,11,3,0.272727273
1429,13,7,0.538461538
1430,11,5,0.454545455
1431,13,5,0.384615385
1432,10,4,0.4
1433,13,6,0.461538462
1434,10,1,0.1
1435,8,4,0.5
1436,13,6,0.461538462
1437,9,4,0.444444444
1438,7,2,0.285714286
1439,11,6,0.545454545
1440,8,3,0.375
1441,7,3,0.428571429
1442,11,5,0.454545455
1443,10,7,0.7
1444,10,4,0.4
1445,8,2,0.25
1446,14,8,0.571428571
1447,8,2,0.25
1448,8,3,0.375
1449,12,3,0.25
1450,13,8,0.615384615
1451,8,5,0.625
1452,15,8,0.533333333
1453,8,5,0.625
1454,14,7,0.5
1455,6,3,0.5
1456,8,8,1
1457,10,4,0.4
1458,19,16,0.842105263
1459,13,6,0.461538462
1460,7,5,0.714285714
1461,11,6,0.545454545
1462,10,8,0.8
1463,7,3,0.428571429
1464,11,6,0.545454545
1465,15,10,0.666666667
1466,12,8,0.666666667
1467,12,8,0.666666667
1468,9,4,0.444444444
1469,15,10,0.666666667
1470,9,6,0.666666667
1471,15,8,0.533333333
1472,10,4,0.4
1473,13,9,0.692307692
1474,10,6,0.6
1475,8,2,0.25
1476,16,7,0.4375
1477,5,3,0.6
1478,15,7,0.466666667
1479,11,7,0.636363636
1480,5,0,0
1481,7,4,0.571428571
1482,12,4,0.333333333
1483,17,5,0.294117647
1484,11,9,0.818181818
1485,14,10,0.714285714
1486,12,6,0.5
1487,9,5,0.555555556
1488,12,7,0.583333333
1489,13,7,0.538461538
1490,7,6,0.857142857
1491,13,8,0.615384615
1492,10,7,0.7
1493,13,9,0.692307692
1494,8,4,0.5
1495,8,4,0.5
1496,8,8,1
1497,10,2,0.2
1498,12,9,0.75
1499,15,14,0.933333333
1500,15,12,0.8
1501,14,8,0.571428571
1502,6,5,0.833333333
1503,10,8,0.8
1504,14,9,0.642857143
1505,9,5,0.555555556
1506,8,6,0.75
1507,7,5,0.714285714
1508,6,4,0.666666667
1509,14,11,0.785714286
1510,10,5,0.5
1511,12,7,0.583333333
1512,16,11,0.6875
1513,20,11,0.55
1514,13,11,0.846153846
1515,10,8,0.8
1516,13,11,0.846153846
1517,13,10,0.769230769
1518,11,6,0.545454545
1519,15,9,0.6
1520,10,7,0.7
1521,13,11,0.846153846
1522,10,4,0.4
1523,10,8,0.8
1524,12,8,0.666666667
1525,13,8,0.615384615
1526,15,10,0.666666667
1527,14,9,0.642857143
1528,8,5,0.625
1529,14,9,0.642857143
1530,11,7,0.636363636
1531,14,9,0.642857143
1532,19,6,0.315789474
1533,14,10,0.714285714
1534,9,9,1
1535,11,7,0.636363636
1536,9,3,0.333333333
1537,19,12,0.631578947
1538,18,12,0.666666667
1539,17,10,0.588235294
1540,11,6,0.545454545
1541,8,4,0.5
1542,11,6,0.545454545
1543,16,10,0.625
1544,11,6,0.545454545
1545,11,4,0.363636364
1546,13,9,0.692307692
1547,7,4,0.571428571
1548,17,10,0.588235294
1549,15,9,0.6
1550,9,8,0.888888889
1551,7,3,0.428571429
1552,16,9,0.5625
1553,10,3,0.3
1554,10,5,0.5
1555,14,9,0.642857143
1556,10,3,0.3
1557,11,7,0.636363636
1558,18,9,0.5
1559,13,9,0.692307692
1560,13,9,0.692307692
1561,11,9,0.818181818
1562,7,1,0.142857143
1563,7,5,0.714285714
1564,14,8,0.571428571
1565,14,10,0.714285714
1566,12,8,0.666666667
1567,11,6,0.545454545
1568,15,13,0.866666667
1569,8,6,0.75
1570,11,6,0.545454545
1571,11,7,0.636363636
1572,6,3,0.5
1573,9,8,0.888888889
1574,13,9,0.692307692
1575,15,9,0.6
1576,4,4,1
1577,11,7,0.636363636
1578,5,2,0.4
1579,6,5,0.833333333
1580,15,10,0.666666667
1581,6,4,0.666666667
1582,14,9,0.642857143
1583,9,5,0.555555556
1584,14,7,0.5
1585,11,6,0.545454545
1586,9,7,0.777777778
1587,5,2,0.4
1588,16,9,0.5625
1589,12,9,0.75
1590,11,7,0.636363636
1591,10,4,0.4
1592,12,9,0.75
1593,15,13,0.866666667
1594,14,9,0.642857143
1595,11,9,0.818181818
1596,16,10,0.625
1597,9,7,0.777777778
1598,11,2,0.181818182
1599,9,6,0.666666667
1600,10,5,0.5
1601,9,9,1
1602,9,6,0.666666667
1603,10,7,0.7
1604,15,12,0.8
1605,12,7,0.583333333
1606,6,6,1
1607,7,5,0.714285714
1608,8,6,0.75
1609,10,7,0.7
1610,8,7,0.875
1611,12,9,0.75
1612,11,11,1
1613,9,7,0.777777778
1614,13,10,0.769230769
1615,15,7,0.466666667
1616,13,10,0.769230769
1617,8,7,0.875
1618,10,7,0.7
1619,9,5,0.555555556
1620,10,8,0.8
1621,7,4,0.571428571
1622,9,6,0.666666667
1623,15,13,0.866666667
1624,6,4,0.666666667
1625,10,4,0.4
1626,6,3,0.5
1627,10,8,0.8
1628,13,12,0.923076923
1629,9,6,0.666666667
1630,9,7,0.777777778
1631,17,10,0.588235294
1632,9,6,0.666666667
1633,8,7,0.875
1634,11,8,0.727272727
1635,12,6,0.5
1636,7,1,0.142857143
1637,8,5,0.625
1638,5,4,0.8
1639,9,8,0.888888889
1640,8,7,0.875
1641,13,7,0.538461538
1642,6,5,0.833333333
1643,9,6,0.666666667
1644,9,7,0.777777778
1645,6,4,0.666666667
1646,18,13,0.722222222
1647,10,7,0.7
1648,12,8,0.666666667
1649,11,8,0.727272727
1650,11,8,0.727272727
1651,10,3,0.3
1652,3,1,0.333333333
1653,8,7,0.875
1654,4,4,1
1655,3,2,0.666666667
1656,8,7,0.875
1657,9,6,0.666666667
1658,12,10,0.833333333
1659,3,2,0.666666667
1660,5,5,1
1661,15,10,0.666666667
1662,10,8,0.8
1663,5,4,0.8
1664,9,7,0.777777778
1665,8,7,0.875
1666,10,8,0.8
1667,10,8,0.8
1668,9,5,0.555555556
1669,4,3,0.75
1670,0,0,.
1671,9,7,0.777777778
1672,8,4,0.5
1673,7,4,0.571428571
1674,12,4,0.333333333
1675,5,1,0.2
1676,8,5,0.625
1677,6,2,0.333333333
1678,8,5,0.625
1679,8,6,0.75
1680,8,4,0.5
1681,9,7,0.777777778
1682,12,8,0.666666667
1683,13,4,0.307692308
1684,11,7,0.636363636
1685,7,5,0.714285714
1686,10,8,0.8
1687,5,4,0.8
1688,7,2,0.285714286
1689,10,8,0.8
1690,12,6,0.5
1691,6,3,0.5
1692,9,4,0.444444444
,18312,9958,0.567893756
,,0.543796418,
