hv001,Relevantpop,improvedwater,
1356,22,21,0.954545455
1357,24,9,0.375
1358,23,16,0.695652174
1359,24,22,0.916666667
1360,23,12,0.52173913
1361,24,0,0
1362,24,3,0.125
1363,22,8,0.363636364
1364,25,3,0.12
1365,24,0,0
1366,24,3,0.125
1367,24,0,0
1368,23,17,0.739130435
1369,25,7,0.28
1370,23,19,0.826086957
1371,24,12,0.5
1372,23,0,0
1373,23,20,0.869565217
1374,24,5,0.208333333
1375,25,24,0.96
1376,24,12,0.5
1377,23,23,1
1378,24,24,1
1379,20,20,1
1380,21,21,1
1381,25,25,1
1382,25,25,1
1383,21,21,1
1384,21,12,0.571428571
1385,24,22,0.916666667
1386,20,20,1
1387,22,22,1
1388,24,6,0.25
1389,23,23,1
1390,24,24,1
1391,23,23,1
1392,24,24,1
1393,21,21,1
1394,25,22,0.88
1395,23,18,0.782608696
1396,21,21,1
1397,20,20,1
1398,20,20,1
1399,25,25,1
1400,22,22,1
1401,24,24,1
1402,25,25,1
1403,18,17,0.944444444
1404,20,20,1
1405,23,23,1
1406,24,24,1
1407,23,23,1
1408,23,23,1
1409,23,2,0.086956522
1410,20,10,0.5
1411,24,1,0.041666667
1412,22,19,0.863636364
1413,25,17,0.68
1414,24,24,1
1415,22,13,0.590909091
1416,22,14,0.636363636
1417,25,17,0.68
1418,24,24,1
1419,19,19,1
1420,19,19,1
1421,22,8,0.363636364
1422,23,13,0.565217391
1423,24,18,0.75
1424,24,10,0.416666667
1425,23,10,0.434782609
1426,23,23,1
1427,24,0,0
1428,23,21,0.913043478
1429,24,17,0.708333333
1430,22,12,0.545454545
1431,24,10,0.416666667
1432,21,17,0.80952381
1433,25,4,0.16
1434,21,7,0.333333333
1435,19,10,0.526315789
1436,23,8,0.347826087
1437,25,13,0.52
1438,23,13,0.565217391
1439,21,5,0.238095238
1440,25,7,0.28
1441,23,23,1
1442,23,23,1
1443,23,8,0.347826087
1444,22,22,1
1445,21,6,0.285714286
1446,22,11,0.5
1447,23,20,0.869565217
1448,23,16,0.695652174
1449,17,10,0.588235294
1450,22,9,0.409090909
1451,17,17,1
1452,22,15,0.681818182
1453,22,8,0.363636364
1454,25,11,0.44
1455,25,3,0.12
1456,24,10,0.416666667
1457,22,2,0.090909091
1458,25,8,0.32
1459,22,4,0.181818182
1460,24,7,0.291666667
1461,24,5,0.208333333
1462,22,8,0.363636364
1463,21,18,0.857142857
1464,23,10,0.434782609
1465,23,7,0.304347826
1466,24,14,0.583333333
1467,22,7,0.318181818
1468,24,0,0
1469,23,1,0.043478261
1470,24,1,0.041666667
1471,20,6,0.3
1472,21,6,0.285714286
1473,25,7,0.28
1474,25,17,0.68
1475,25,10,0.4
1476,22,20,0.909090909
1477,22,22,1
1478,25,25,1
1479,25,20,0.8
1480,23,22,0.956521739
1481,20,15,0.75
1482,24,24,1
1483,24,16,0.666666667
1484,25,16,0.64
1485,24,22,0.916666667
1486,22,11,0.5
1487,23,15,0.652173913
1488,22,17,0.772727273
1489,24,16,0.666666667
1490,23,15,0.652173913
1491,22,11,0.5
1492,23,21,0.913043478
1493,24,16,0.666666667
1494,22,17,0.772727273
1495,22,19,0.863636364
1496,21,21,1
1497,21,16,0.761904762
1498,21,13,0.619047619
1499,25,24,0.96
1500,23,23,1
1501,21,21,1
1502,23,21,0.913043478
1503,25,25,1
1504,23,23,1
1505,24,20,0.833333333
1506,22,17,0.772727273
1507,20,15,0.75
1508,21,19,0.904761905
1509,25,20,0.8
1510,24,23,0.958333333
1511,24,19,0.791666667
1512,24,24,1
1513,24,23,0.958333333
1514,24,23,0.958333333
1515,23,23,1
1516,25,25,1
1517,25,22,0.88
1518,22,22,1
1519,23,23,1
1520,24,24,1
1521,20,18,0.9
1522,24,19,0.791666667
1523,25,21,0.84
1524,25,20,0.8
1525,23,19,0.826086957
1526,23,20,0.869565217
1527,23,21,0.913043478
1528,24,23,0.958333333
1529,24,12,0.5
1530,24,22,0.916666667
1531,23,22,0.956521739
1532,24,24,1
1533,25,19,0.76
1534,21,15,0.714285714
1535,24,24,1
1536,22,18,0.818181818
1537,25,21,0.84
1538,24,2,0.083333333
1539,24,20,0.833333333
1540,24,21,0.875
1541,25,24,0.96
1542,24,15,0.625
1543,24,23,0.958333333
1544,25,25,1
1545,24,24,1
1546,21,21,1
1547,24,5,0.208333333
1548,21,15,0.714285714
1549,25,23,0.92
1550,24,22,0.916666667
1551,23,17,0.739130435
1552,24,18,0.75
1553,24,21,0.875
1554,24,21,0.875
1555,22,22,1
1556,20,16,0.8
1557,23,11,0.47826087
1558,20,20,1
1559,21,20,0.952380952
1560,22,17,0.772727273
1561,21,21,1
1562,23,23,1
1563,22,21,0.954545455
1564,23,0,0
1565,20,19,0.95
1566,18,18,1
1567,23,23,1
1568,23,23,1
1569,25,24,0.96
1570,21,21,1
1571,24,24,1
1572,25,25,1
1573,24,1,0.041666667
1574,23,16,0.695652174
1575,22,20,0.909090909
1576,20,14,0.7
1577,25,8,0.32
1578,22,5,0.227272727
1579,21,21,1
1580,25,21,0.84
1581,22,21,0.954545455
1582,24,21,0.875
1583,21,17,0.80952381
1584,25,20,0.8
1585,22,16,0.727272727
1586,24,22,0.916666667
1587,24,20,0.833333333
1588,23,7,0.304347826
1589,24,23,0.958333333
1590,22,17,0.772727273
1591,24,18,0.75
1592,23,17,0.739130435
1593,25,20,0.8
1594,23,15,0.652173913
1595,25,12,0.48
1596,22,0,0
1597,21,13,0.619047619
1598,24,19,0.791666667
1599,24,7,0.291666667
1600,25,25,1
1601,25,25,1
1602,25,14,0.56
1603,22,22,1
1604,25,17,0.68
1605,24,11,0.458333333
1606,21,19,0.904761905
1607,25,19,0.76
1608,22,12,0.545454545
1609,23,4,0.173913043
1610,24,6,0.25
1611,24,20,0.833333333
1612,24,21,0.875
,36430,24641,0.67628176
