hv001,primaryage,NARPrimary,
1254,13,13,1
1255,19,18,0.947368421
1256,19,16,0.842105263
1257,27,22,0.814814815
1258,31,31,1
1259,25,21,0.84
1260,26,18,0.692307692
1261,28,26,0.928571429
1262,7,6,0.857142857
1263,22,20,0.909090909
1264,14,12,0.857142857
1265,29,27,0.931034483
1266,23,23,1
1267,8,7,0.875
1268,18,18,1
1269,18,15,0.833333333
1270,8,8,1
1271,6,5,0.833333333
1272,22,20,0.909090909
1273,5,4,0.8
1274,14,12,0.857142857
1275,30,29,0.966666667
1276,24,22,0.916666667
1277,27,23,0.851851852
1278,27,22,0.814814815
1279,11,11,1
1280,10,10,1
1281,5,4,0.8
1282,11,10,0.909090909
1283,16,14,0.875
1284,8,5,0.625
1285,12,12,1
1286,15,14,0.933333333
1287,26,25,0.961538462
1288,30,26,0.866666667
1289,31,24,0.774193548
1290,19,18,0.947368421
1291,26,24,0.923076923
1292,29,29,1
1293,25,22,0.88
1294,23,19,0.826086957
1295,29,26,0.896551724
1296,22,19,0.863636364
1297,13,12,0.923076923
1298,13,13,1
1299,20,17,0.85
1300,26,23,0.884615385
1301,26,22,0.846153846
1302,28,23,0.821428571
1303,33,28,0.848484848
1304,20,18,0.9
1305,24,19,0.791666667
1306,41,34,0.829268293
1307,17,17,1
1308,17,16,0.941176471
1309,32,28,0.875
1310,31,24,0.774193548
1311,29,25,0.862068966
1312,13,9,0.692307692
1313,23,21,0.913043478
1314,18,14,0.777777778
1315,24,19,0.791666667
1316,10,9,0.9
1317,16,13,0.8125
1318,10,10,1
1319,16,16,1
1320,20,19,0.95
1321,31,24,0.774193548
1322,23,19,0.826086957
1323,24,22,0.916666667
1324,18,17,0.944444444
1325,12,10,0.833333333
1326,36,34,0.944444444
1327,32,30,0.9375
1328,26,24,0.923076923
1329,17,15,0.882352941
1330,27,26,0.962962963
1331,10,10,1
1332,25,24,0.96
1333,24,21,0.875
1334,17,15,0.882352941
1335,26,21,0.807692308
1336,24,24,1
1337,30,24,0.8
1338,28,26,0.928571429
1339,17,15,0.882352941
1340,26,20,0.769230769
1341,30,29,0.966666667
1342,26,21,0.807692308
1343,24,22,0.916666667
1344,25,25,1
1345,27,26,0.962962963
1346,24,21,0.875
1347,25,23,0.92
1348,28,25,0.892857143
1349,39,32,0.820512821
1350,32,24,0.75
1351,27,24,0.888888889
1352,17,14,0.823529412
1353,29,25,0.862068966
1354,18,13,0.722222222
1355,13,12,0.923076923
1356,9,7,0.777777778
1357,24,23,0.958333333
1358,11,11,1
1359,30,29,0.966666667
1360,41,36,0.87804878
1361,12,11,0.916666667
1362,8,7,0.875
1363,8,7,0.875
1364,10,10,1
1365,26,19,0.730769231
1366,13,12,0.923076923
1367,10,8,0.8
1368,19,17,0.894736842
1369,37,34,0.918918919
1370,22,18,0.818181818
1371,44,36,0.818181818
1372,20,19,0.95
1373,31,28,0.903225806
1374,14,11,0.785714286
1375,34,28,0.823529412
1376,28,21,0.75
1377,33,29,0.878787879
1378,22,21,0.954545455
1379,27,20,0.740740741
1380,30,25,0.833333333
1381,24,20,0.833333333
1382,17,16,0.941176471
1383,27,23,0.851851852
1384,24,22,0.916666667
1385,38,36,0.947368421
1386,30,29,0.966666667
1387,39,37,0.948717949
1388,28,26,0.928571429
1389,16,13,0.8125
1390,21,18,0.857142857
1391,17,16,0.941176471
1392,20,15,0.75
1393,32,28,0.875
1394,31,27,0.870967742
1395,43,37,0.860465116
1396,21,19,0.904761905
1397,36,31,0.861111111
1398,27,25,0.925925926
1399,35,30,0.857142857
1400,19,19,1
1401,23,19,0.826086957
1402,16,16,1
1403,27,23,0.851851852
1404,38,30,0.789473684
1405,19,15,0.789473684
1406,18,13,0.722222222
1407,27,24,0.888888889
1408,31,29,0.935483871
1409,31,29,0.935483871
1410,36,29,0.805555556
1411,28,20,0.714285714
1412,36,26,0.722222222
1413,30,28,0.933333333
1414,12,9,0.75
1415,28,24,0.857142857
1416,11,9,0.818181818
1417,31,27,0.870967742
1418,18,17,0.944444444
1419,15,13,0.866666667
1420,12,9,0.75
1421,22,19,0.863636364
1422,23,21,0.913043478
1423,24,24,1
1424,31,30,0.967741935
1425,16,15,0.9375
1426,14,14,1
1427,29,26,0.896551724
1428,30,28,0.933333333
1429,17,14,0.823529412
1430,16,13,0.8125
1431,27,24,0.888888889
1432,29,25,0.862068966
1433,29,25,0.862068966
1434,10,9,0.9
1435,4,3,0.75
1436,32,31,0.96875
1437,23,21,0.913043478
1438,18,16,0.888888889
1439,13,9,0.692307692
1440,28,26,0.928571429
1441,25,24,0.96
1442,20,17,0.85
1443,11,9,0.818181818
1444,16,14,0.875
1445,8,8,1
1446,25,22,0.88
1447,24,21,0.875
1448,10,8,0.8
1449,32,28,0.875
1450,20,18,0.9
1451,19,13,0.684210526
1452,22,20,0.909090909
1453,20,18,0.9
1454,26,22,0.846153846
1455,13,11,0.846153846
1456,13,13,1
1457,6,6,1
1458,19,16,0.842105263
1459,13,11,0.846153846
1460,10,8,0.8
1461,8,8,1
1462,15,14,0.933333333
1463,15,15,1
1464,13,10,0.769230769
1465,27,23,0.851851852
1466,20,18,0.9
1467,13,12,0.923076923
1468,12,10,0.833333333
1469,14,13,0.928571429
1470,16,15,0.9375
1471,29,27,0.931034483
1472,24,22,0.916666667
1473,30,27,0.9
1474,17,15,0.882352941
1475,24,21,0.875
1476,31,29,0.935483871
1477,21,20,0.952380952
1478,20,17,0.85
1479,18,14,0.777777778
1480,5,5,1
1481,7,5,0.714285714
1482,19,16,0.842105263
1483,28,23,0.821428571
1484,28,25,0.892857143
1485,25,20,0.8
1486,19,18,0.947368421
1487,23,18,0.782608696
1488,30,24,0.8
1489,38,34,0.894736842
1490,19,18,0.947368421
1491,14,14,1
1492,18,16,0.888888889
1493,17,16,0.941176471
1494,30,29,0.966666667
1495,8,7,0.875
1496,11,9,0.818181818
1497,27,25,0.925925926
1498,26,13,0.5
1499,33,26,0.787878788
1500,42,32,0.761904762
1501,27,20,0.740740741
1502,14,12,0.857142857
1503,26,25,0.961538462
1504,27,21,0.777777778
1505,19,15,0.789473684
1506,22,16,0.727272727
1507,21,19,0.904761905
1508,18,17,0.944444444
1509,29,22,0.75862069
1510,40,34,0.85
1511,21,17,0.80952381
1512,26,23,0.884615385
1513,15,14,0.933333333
1514,17,15,0.882352941
1515,19,17,0.894736842
1516,28,24,0.857142857
1517,34,27,0.794117647
1518,26,22,0.846153846
1519,41,31,0.756097561
1520,19,14,0.736842105
1521,25,21,0.84
1522,9,6,0.666666667
1523,14,11,0.785714286
1524,26,24,0.923076923
1525,30,23,0.766666667
1526,33,27,0.818181818
1527,32,29,0.90625
1528,16,14,0.875
1529,43,32,0.744186047
1530,27,24,0.888888889
1531,34,31,0.911764706
1532,46,38,0.826086957
1533,39,27,0.692307692
1534,16,15,0.9375
1535,29,24,0.827586207
1536,14,10,0.714285714
1537,43,38,0.88372093
1538,46,40,0.869565217
1539,35,26,0.742857143
1540,26,20,0.769230769
1541,18,12,0.666666667
1542,13,9,0.692307692
1543,35,29,0.828571429
1544,23,14,0.608695652
1545,25,21,0.84
1546,23,19,0.826086957
1547,19,17,0.894736842
1548,13,9,0.692307692
1549,32,26,0.8125
1550,11,10,0.909090909
1551,7,6,0.857142857
1552,31,24,0.774193548
1553,23,20,0.869565217
1554,41,34,0.829268293
1555,26,22,0.846153846
1556,20,18,0.9
1557,11,10,0.909090909
1558,30,24,0.8
1559,29,22,0.75862069
1560,18,14,0.777777778
1561,32,24,0.75
1562,21,18,0.857142857
1563,31,28,0.903225806
1564,30,27,0.9
1565,21,18,0.857142857
1566,12,11,0.916666667
1567,32,32,1
1568,26,25,0.961538462
1569,19,16,0.842105263
1570,13,11,0.846153846
1571,29,24,0.827586207
1572,29,25,0.862068966
1573,12,12,1
1574,23,17,0.739130435
1575,30,29,0.966666667
1576,6,6,1
1577,37,33,0.891891892
1578,12,10,0.833333333
1579,10,9,0.9
1580,13,12,0.923076923
1581,8,5,0.625
1582,20,17,0.85
1583,19,18,0.947368421
1584,5,4,0.8
1585,14,13,0.928571429
1586,5,4,0.8
1587,2,2,1
1588,25,21,0.84
1589,25,20,0.8
1590,19,17,0.894736842
1591,21,20,0.952380952
1592,19,17,0.894736842
1593,11,8,0.727272727
1594,22,17,0.772727273
1595,31,28,0.903225806
1596,22,21,0.954545455
1597,12,11,0.916666667
1598,22,18,0.818181818
1599,20,18,0.9
1600,18,17,0.944444444
1601,16,13,0.8125
1602,20,18,0.9
1603,16,12,0.75
1604,24,21,0.875
1605,14,14,1
1606,22,19,0.863636364
1607,12,12,1
1608,20,20,1
1609,26,25,0.961538462
1610,30,29,0.966666667
1611,13,11,0.846153846
1612,18,15,0.833333333
1613,23,20,0.869565217
1614,17,15,0.882352941
1615,14,13,0.928571429
1616,19,16,0.842105263
1617,25,24,0.96
1618,15,14,0.933333333
1619,22,18,0.818181818
1620,14,11,0.785714286
1621,21,20,0.952380952
1622,29,24,0.827586207
1623,24,21,0.875
1624,33,30,0.909090909
1625,17,16,0.941176471
1626,12,12,1
1627,23,19,0.826086957
1628,32,28,0.875
1629,10,10,1
1630,13,12,0.923076923
1631,25,22,0.88
1632,16,16,1
1633,19,16,0.842105263
1634,23,21,0.913043478
1635,11,11,1
1636,11,11,1
1637,18,17,0.944444444
1638,5,3,0.6
1639,9,8,0.888888889
1640,8,6,0.75
1641,12,11,0.916666667
1642,14,12,0.857142857
1643,9,8,0.888888889
1644,5,4,0.8
1645,1,1,1
1646,18,16,0.888888889
1647,5,5,1
1648,8,8,1
1649,8,8,1
1650,13,13,1
1651,17,7,0.411764706
1652,6,6,1
1653,5,3,0.6
1654,4,4,1
1655,2,2,1
1656,6,6,1
1657,10,9,0.9
1658,12,12,1
1659,2,1,0.5
1660,3,2,0.666666667
1661,22,21,0.954545455
1662,11,10,0.909090909
1663,7,6,0.857142857
1664,2,1,0.5
1665,10,8,0.8
1666,10,10,1
1667,8,6,0.75
1668,12,11,0.916666667
1669,3,3,1
1670,2,2,1
1671,14,13,0.928571429
1672,6,6,1
1673,8,8,1
1674,9,9,1
1675,6,5,0.833333333
1676,12,10,0.833333333
1677,11,10,0.909090909
1678,4,4,1
1679,13,12,0.923076923
1680,8,7,0.875
1681,8,6,0.75
1682,5,4,0.8
1683,26,25,0.961538462
1684,21,20,0.952380952
1685,11,10,0.909090909
1686,15,15,1
1687,9,8,0.888888889
1688,7,7,1
1689,6,5,0.833333333
1690,4,4,1
1691,3,3,1
1692,8,8,1
,33524,26089,0.819813246
