hv001,Primaryage,NARPrimary,
1294,40,38,0.95
1295,23,23,1
1296,35,34,0.971428571
1297,38,28,0.736842105
1298,42,22,0.523809524
1299,24,23,0.958333333
1300,20,15,0.75
1301,23,23,1
1302,29,28,0.965517241
1303,2,2,1
1304,4,4,1
1305,9,8,0.888888889
1306,13,12,0.923076923
1307,8,8,1
1308,16,14,0.875
1309,17,15,0.882352941
1310,7,6,0.857142857
1311,12,11,0.916666667
1312,6,6,1
1313,19,18,0.947368421
1314,23,23,1
1315,18,16,0.888888889
1316,12,12,1
1317,18,18,1
1318,14,13,0.928571429
1319,24,24,1
1320,9,8,0.888888889
1321,14,13,0.928571429
1322,36,35,0.972222222
1323,29,28,0.965517241
1324,27,22,0.814814815
1325,17,16,0.941176471
1326,18,16,0.888888889
1327,28,25,0.892857143
1328,5,5,1
1329,31,29,0.935483871
1330,21,17,0.80952381
1331,23,20,0.869565217
1332,20,18,0.9
1333,29,26,0.896551724
1334,24,23,0.958333333
1335,23,21,0.913043478
1336,29,28,0.965517241
1337,32,32,1
1338,6,6,1
1339,15,14,0.933333333
1340,27,27,1
1341,42,27,0.642857143
1342,6,6,1
1343,17,16,0.941176471
1344,11,11,1
1345,6,6,1
1346,8,7,0.875
1347,12,10,0.833333333
1348,41,32,0.780487805
1349,37,24,0.648648649
1350,45,34,0.755555556
1351,11,9,0.818181818
1352,30,22,0.733333333
1353,38,27,0.710526316
1354,37,27,0.72972973
1355,15,13,0.866666667
1356,24,15,0.625
1357,13,13,1
1358,8,7,0.875
1359,6,6,1
1360,43,34,0.790697674
1361,31,18,0.580645161
1362,27,24,0.888888889
1363,47,44,0.936170213
1364,40,35,0.875
1365,37,35,0.945945946
1366,35,31,0.885714286
1367,38,35,0.921052632
1368,9,8,0.888888889
1369,37,35,0.945945946
1370,29,28,0.965517241
1371,32,29,0.90625
1372,36,23,0.638888889
1373,23,15,0.652173913
1374,36,32,0.888888889
1375,49,38,0.775510204
1376,40,27,0.675
1377,20,19,0.95
1378,30,16,0.533333333
1379,5,4,0.8
1380,1,1,1
1381,30,25,0.833333333
1382,18,13,0.722222222
1383,33,22,0.666666667
1384,23,20,0.869565217
1385,27,24,0.888888889
1386,17,13,0.764705882
1387,24,19,0.791666667
1388,28,12,0.428571429
1389,3,3,1
1390,9,8,0.888888889
1391,7,6,0.857142857
1392,4,4,1
1393,6,6,1
1394,15,15,1
1395,21,4,0.19047619
1396,13,13,1
1397,8,8,1
1398,4,3,0.75
1399,14,12,0.857142857
1400,12,11,0.916666667
1401,4,3,0.75
1402,3,3,1
1403,10,8,0.8
1404,5,5,1
1405,7,6,0.857142857
1406,9,9,1
1407,12,11,0.916666667
1408,10,10,1
1409,20,18,0.9
1410,11,10,0.909090909
1411,29,26,0.896551724
1412,27,27,1
1413,23,23,1
1414,14,14,1
1415,28,28,1
1416,25,24,0.96
1417,25,20,0.8
1418,11,10,0.909090909
1419,7,7,1
1420,14,11,0.785714286
1421,21,20,0.952380952
1422,23,22,0.956521739
1423,12,12,1
1424,23,22,0.956521739
1425,38,35,0.921052632
1426,15,15,1
1427,36,34,0.944444444
1428,22,22,1
1429,26,25,0.961538462
1430,28,26,0.928571429
1431,26,26,1
1432,11,10,0.909090909
1433,25,24,0.96
1434,10,10,1
1435,18,15,0.833333333
1436,26,24,0.923076923
1437,31,30,0.967741935
1438,22,21,0.954545455
1439,19,19,1
1440,35,31,0.885714286
1441,10,10,1
1442,17,17,1
1443,24,24,1
1444,2,2,1
1445,25,24,0.96
1446,30,27,0.9
1447,19,18,0.947368421
1448,25,24,0.96
1449,34,32,0.941176471
1450,41,36,0.87804878
1451,8,8,1
1452,8,7,0.875
1453,22,21,0.954545455
1454,40,36,0.9
1455,40,39,0.975
1456,37,34,0.918918919
1457,23,21,0.913043478
1458,28,26,0.928571429
1459,26,26,1
1460,33,29,0.878787879
1461,23,21,0.913043478
1462,23,20,0.869565217
1463,9,9,1
1464,26,26,1
1465,26,24,0.923076923
1466,31,28,0.903225806
1467,23,21,0.913043478
1468,35,33,0.942857143
1469,36,33,0.916666667
1470,20,19,0.95
1471,26,26,1
1472,42,42,1
1473,28,27,0.964285714
1474,21,16,0.761904762
1475,34,30,0.882352941
1476,26,23,0.884615385
1477,20,18,0.9
1478,8,8,1
1479,17,16,0.941176471
1480,6,4,0.666666667
1481,14,14,1
1482,14,12,0.857142857
1483,21,18,0.857142857
1484,26,24,0.923076923
1485,35,30,0.857142857
1486,13,12,0.923076923
1487,25,22,0.88
1488,29,24,0.827586207
1489,25,25,1
1490,29,25,0.862068966
1491,31,30,0.967741935
1492,28,26,0.928571429
1493,30,29,0.966666667
1494,38,35,0.921052632
1495,18,13,0.722222222
1496,13,12,0.923076923
1497,12,12,1
1498,29,23,0.793103448
1499,37,30,0.810810811
1500,36,29,0.805555556
1501,25,24,0.96
1502,21,20,0.952380952
1503,18,17,0.944444444
1504,6,6,1
1505,32,26,0.8125
1506,25,21,0.84
1507,28,25,0.892857143
1508,24,18,0.75
1509,25,25,1
1510,20,19,0.95
1511,20,16,0.8
1512,21,19,0.904761905
1513,32,32,1
1514,24,22,0.916666667
1515,27,26,0.962962963
1516,30,29,0.966666667
1517,30,29,0.966666667
1518,21,20,0.952380952
1519,18,17,0.944444444
1520,28,28,1
1521,13,13,1
1522,32,32,1
1523,44,42,0.954545455
1524,36,35,0.972222222
1525,25,23,0.92
1526,17,16,0.941176471
1527,17,16,0.941176471
1528,25,21,0.84
1529,32,29,0.90625
1530,25,24,0.96
1531,25,23,0.92
1532,17,15,0.882352941
1533,40,37,0.925
1534,14,14,1
1535,27,26,0.962962963
1536,23,22,0.956521739
1537,45,42,0.933333333
1538,26,25,0.961538462
1539,26,18,0.692307692
1540,23,22,0.956521739
1541,30,29,0.966666667
1542,24,23,0.958333333
1543,38,31,0.815789474
1544,12,12,1
1545,18,16,0.888888889
1546,9,9,1
1547,36,29,0.805555556
1548,45,38,0.844444444
1549,44,39,0.886363636
1550,27,20,0.740740741
1551,25,19,0.76
1552,28,27,0.964285714
1553,42,36,0.857142857
1554,42,34,0.80952381
1555,30,25,0.833333333
1556,14,13,0.928571429
1557,38,34,0.894736842
1558,31,29,0.935483871
1559,29,25,0.862068966
1560,43,40,0.930232558
1561,12,12,1
1562,42,39,0.928571429
1563,27,25,0.925925926
1564,28,26,0.928571429
1565,10,10,1
1566,16,12,0.75
1567,34,27,0.794117647
1568,11,9,0.818181818
1569,22,20,0.909090909
1570,20,19,0.95
1571,26,25,0.961538462
1572,31,27,0.870967742
1573,43,40,0.930232558
1574,34,30,0.882352941
1575,44,41,0.931818182
1576,31,25,0.806451613
1577,24,20,0.833333333
1578,31,27,0.870967742
1579,41,39,0.951219512
1580,14,13,0.928571429
1581,13,9,0.692307692
1582,15,15,1
1583,29,24,0.827586207
1584,30,27,0.9
1585,31,26,0.838709677
1586,25,24,0.96
1587,33,31,0.939393939
1588,31,26,0.838709677
1589,30,28,0.933333333
1590,30,28,0.933333333
1591,39,36,0.923076923
1592,25,24,0.96
1593,34,28,0.823529412
1594,40,36,0.9
1595,39,33,0.846153846
1596,29,20,0.689655172
1597,10,10,1
1598,12,11,0.916666667
1599,30,27,0.9
1600,22,20,0.909090909
1601,27,26,0.962962963
1602,35,32,0.914285714
1603,13,11,0.846153846
1604,28,28,1
1605,29,25,0.862068966
1606,23,21,0.913043478
1607,29,22,0.75862069
1608,29,21,0.724137931
1609,44,33,0.75
1610,32,30,0.9375
1611,14,14,1
1612,28,25,0.892857143
,36014,29638,0.853215995
